채소 ,예보,해충,"토마토, 고추, 파프리카 등","가루이류, 진딧물","(가루 이류, 진딧물) 온실가루이와 담배 가루이는 토마토와 같은 가짓과 작물에서, 진딧물은 엽채류와 과채류에서 주로 발생하며 식물의 즙액을 빨아먹는 직접적인 피해뿐만 아니라 그을음 병과 바이러스 병 등을 유발하여 상품성을 떨어뜨림","크기가 작아 육안으로 관찰하기 힘들고 일단 발생되면 방제가 어려우므로 외부 유입 통로에 방충망을 설치하는 등 시설 안으로 들어오지 못하도록 막고, 점착 트랩을 매달 아주의 깊게 살펴봄",예방적 조치로 해충에 따라 천적을 투입하여 방제하고 국부적으로 해충이 집중 발생하였을 경우 작물별 적용 농약으로 방제,,,
채소 ,주의보,해충,"마늘, 양파",뿌리응애," 마늘, 양파 등 땅속의 구근을 가해하며, 초기에는 잘 나타나지 않으나 점차 지상부 의 생육이 나빠지고 구근 부패의 원인이 됨","일부 지역에서는 뿌리응애, 작은 뿌리파리, 구근 선충이 2종 혹은 3종이 동시에 발생하여 피해를 주고 있음",작은 뿌리파리와 뿌리응애의 방제법은 고자리파리에 준하며 구근선충은 살선충제로 방제,,,
채소,예보,해충,딸기,점박이응애,딸기에 발생하면 잎을 누렇게 변하여 말라죽게 되어 생육을 억제하는데 최근 딸기 재배지에서 발생이 확인되고 있어 주의가 필요함,"이들 해충은 세대기간이 짧아 연간 발생 횟수가 많고 증식률이 높으며, 모를 통해서 유입되는 것을 막기 위하여 모종을 철저하게 방제 함은 물론 방충망을 설치하여 해충 유입을 방지하고, 적용 약제를 이용하여 발생 초기에 방제",,,,
채소 ,예보,바이러스,"토마토, 고추, 파프리카 등",토마토반점위조바이러스,"총채벌레가 즙액을 흡즙 하면서 바이러스를 전염시키는 병으로 고추, 토마토, 파프리카 등 특히 전년도 발생이 많았던 가지과 시설 재배지 에서 꾸준히 발생하고 있으며, 밀도가 높아 방제시기를 놓칠 경우 피해가 커지기 때문에 초기 예방이 중요.",방충망을 이용하여 시설 안으로 들어오는 총채벌레를 막고 발생 초기 천적이나 등록 약제로 방제,병에 걸린 식물은 발견 즉시 제거하여 병이 확산되는 것을 예방,,,
채소 ,예보,바이러스,"토마토, 고추, 파프리카 등",토마토황화잎말림바이러스,가지과 작물에서 담배 가루이가 병을 매개하고 감염된 묘를 통해 확산될 수 있으므로 육묘 단계부터 정식 초기에 예찰을 강화하여 감염 여부를 판단하고 정식 후에는 잎 뒷면과 포장 주위를 살펴보아 담배 가루이를 철저히 방제,병을 감염시키는 담배 가루이는 세대기간이 짧고 연간 발생 횟수가 많아 번식률이 강하므로 방충망을 설치하여 시설 안으로 담배 가루이가 들어오는 것을 막고 발생 초기에 등록 약제를 이용하여 방제하는 등 철저한 관리로 확산을 방지하여 예방,발생된 시설재배농가 주변지역은 담배 가루이의 기주식물이 되는 잡초와 병이 걸린 식물은 뽑아서 제거,,,
과수,예보,병,"사과, 배 ",과수화상병,"병든 꽃은 수침 상이 되고 쭈그러든 후 흑갈색으로 변해 떨어지거나 나무에 매달려있게 되고 꽃이 달린 가지나 인접한 가지로 진전되어 잎맥을 따라 흑갈색의 병반이 생기고 병이 진전됨에 따라 병든 잎은 말리고, 쭈그러들어 보통은 가지에 매달려있음",병든 가지의 수피는 흑갈색으로 변하면서 물러졌다가 후에 위축되고 단단해져 궤양 병반을 형성,한번 걸리면 방제가 불가능하기 때문에 예방을 위하여 과수원을 청결하게 관리하고 농작업을 하는 사람의 과수원 출입 시 사람과 작업도구 등 수시로 소독,"전국 사과·배재배 지역에서는 신초 발아(사과 또는 꽃이 피기 전(배에 화상병 등록 약제인 동제 화합물을 살포하고, 발생지역과 특별 관리구역은 만개(꽃이 전체 과수원의 80% 수준 개화시기 5일 이후와 15일 이후 화상병 등록 약제인 항생제 등을 살포",의심증상 발견 시에는 전국 대표전화(183-8572) 또는 가까운 농업기술센터·농업기술원에 신고,
과수,예보,병,"사과, 배",붉은별무늬병,병원균이 향나무에서 월동한 후 4∼5월비가 오면 사과?배나무로 날아가 병을 발생시킴,꽃 피기 전에 방제가 소홀한 과원에서는 등록농약으로 방제,특히 빼 붉은 별무늬병은 꽃이 진 이후 비가 온 다음 발생하여 피해를 주므로 기상여건에 따라 적절히 방제,,,
과수,예보,병,"사과, 배, 매실, 복숭아 등",검은별무늬병,개화기 이후 잦은 강우 시 병 발생이 확산되므로 방제시기를 놓치지 않도록 주의해야 함,국가 농작물 병해충관리 시스템(htp://ncpms.rda.go.kr)의 병해충 예측-병해충 예측지도 메뉴에서 내 농장 지역의 감염 위험 시간 정보(경고 값 2 이상인 경우)에 따라 최초 경보 시 반드시 적기 방제 실시,,,,
과수,예보,병,참다래,참다래궤양병,참다래 궤양 병중 고위험병원형인 Psa3가’14년부터 남해안과 제주지역에 발생하였는데 수액이 동기에 발병할 가능성이 크기 때문에 이에 대한 철저한 대비 필요,병원형 Psa3는 기존 국내에 발생하고 있는 Psa2보다 전염성과 그 위험도가 매우 높음,"3∼4월 수액이 이동할 때 동해를 입거나 상처를 입은 부위에서부터 투명한 수액이 흐르다가 증세가 심해지면 나무 전체를 말라죽게 하고, 잎에는 노란색 테두리를 가진 갈색 반점이 생기고 꽃봉오리는 갈색으로 변함","병든조직에서월동한병원균이상처,기공및수공을통하여잎  으로침입하며전정등농작업도구를통해전염",궤양병 증상이 보이면 가까운 농업기술센터를 통해서 정밀진단을 받아 고 병원 성 병원형 여부를 확인하여 방제조치,작년에 병이 발생했던 포장은 참다래 궤양병 방제용 등록 약제를 3월 하순∼4월 상순부터 10일 간격으로 살포하여 예방하고 Psa3에 감염된 이병주는 굴취하여 소각
과수,예보,해충,"사과, 복숭아",나무좀류,"세력이 약한 나무에 피해가 예상되는데, 나무좀은 크기가 2∼4㎜ 내외로 작아서 육안으로 관찰하기가 매우 곤란하며, 또한 성충이 사과나무줄기 안으로 침입할 때 유충의 먹이가 되는 공생균 (암브로시아균)도 함께 들어가는데, 나무 목질부에서 공생한균으로 부터 생성된 독소는 독성이 강해 나무가 말라 죽는 것을 촉진 시킴","나무 좀 발생예찰 유인트랩을 이용할 경우, 트랩에 20∼30마리가 유인되면 동해를 받았거나 침수 피해 등으로 나무 세력이 약해진 나무를 중점적으로 관찰하여 침입 여부를 확인하여 방제",특히나 무좀은 오후 2∼3시경에 기온이 20℃ 이상일 경우 주로 날아들기 시작하므로 이 시기에 방제를 실시,"약제방제에 우선하여 물관리, 시비관리 및 토양관리 등의 재배 관리를 철저히 하여 나무 세력을 적정 수준으로 유지하는 것이 중요",,
과수,예보,해충,사과,사과응애,"사과, 배에 발생하는 사과 응애의 월동밀도가 높은 과원은 기계 유 유제를 살포하고 개화 전월 동안 부화시기 예찰을 철저히 하여 적기 방제를 실시",국가 농작물 병해충관리 시스템(htp://ncpms.rda.go.kr)의 병해충 예측-병해충 예측지도 메뉴에서 내 농장 지역의 최적 방제시기를 판단하여 적기 방제(사과 응애:50% 부화기에 등록 약제살포),개화 전 방제가 소홀할 경우 개화기 및 유과기 때 철저히 방제하여야 하는데 약제살포가 미흡할 경우 발생 증가로 피해 발생,,,
과수,예보,해충,매실,복숭아씨살이좀벌,연 1회 발생하며 피해 과 실속에서 다 자란 유충으로 월동하며 3월 하순부터 번데기가 되며 성충은 4월 상순부터 5월 중순까지 발생함,"성충은 과실의 크기가 1~2cm 정도 되는 어린 과실에 산란하므로, 성충 산란시기를 확인하여 가급적 발생 적기 오전에 방제를 실시","복숭아씨살이 좀 벌은 성 충이 간을 제외하고 알, 애벌레, 번데기 기간은 씨앗 속에서 살기 때문에 약제를 살포해도 방제효과가 낮으므로 성충이 어린 과일 속에 알을 낳는 시기에 맞춰 집중방제",피해가 신한과 원에서는 과실 크기가 1cm 정도 되는 시기부터 성충의 발생을 관찰하면서 5∼7일 간격으로 2∼3회 등록 약제살포.,,
